	Sum Sq	Df	F value	Pr(>F)	gene	Left_2_LOD	Right_2_LOD	Chrom	Left	Right	genes	reduced_genes	reduced_genes_all
chr15_73237	181494077.941422	7	14.9526203257434	1.53512148549149e-19	YOL131W	chr15_57259	chr15_92539	chr15	57259	92539	PPM2;ARG8;CDC33;RTC1;BSC6;PFK27;MED7;HRT1;GAS4;YOL131W;ALR1;VPS68;YGK3;RPL25;MDH2;TRM13;TRM11;HRP1;SMF1;RPS19A	PPM2;ARG8;CDC33;RTC1;BSC6;PFK27;MED7;HRT1;GAS4;YOL131W;ALR1;VPS68;YGK3;RPL25;MDH2;TRM13;TRM11;HRP1;SMF1	PFK27;MED7;HRT1;GAS4;YOL131W;ALR1;VPS68;YGK3;HRP1;SMF1
chr16_368911	181187886.789696	7	14.9273943784795	1.6682916422702e-19	EEB1	chr16_366634	chr16_378092	chr16	366634	378092	MSY1;ERI1;PNG1;EEB1;SEC62;NOG1;SSU1;GLR1;RPS6A	MSY1;ERI1;PNG1;EEB1;SEC62;NOG1;SSU1;GLR1;RPS6A	MSY1;ERI1;PNG1;EEB1;SEC62;NOG1;SSU1;GLR1;RPS6A
chr14_653452	167824005.02548	7	13.8263939912221	6.26349369368225e-18	SMM1	chr14_643571	chr14_654284	chr14	643571	654284	NRM1;CSE2;PRP2;URK1;PHO91;YNR014W;SMM1;ACC1	NRM1;CSE2;PRP2;URK1;PHO91;YNR014W;SMM1;ACC1	NRM1;CSE2;PRP2;URK1;PHO91;YNR014W;SMM1;ACC1
chr13_309010	166145360.298733	7	13.6880967115226	9.86843720299599e-18	NA	chr13_305336	chr13_328706	chr13	305336	328706	SOK2;SPO20;YMR018W;STB4;FMS1;MAC1;UBC7;MSS1;MRPL3;CSI1;PEX12;YMR027W;TAP42;FAR8	SPO20;YMR018W;STB4;FMS1;MAC1;UBC7;MSS1;MRPL3;CSI1;PEX12;YMR027W;TAP42;FAR8	SPO20
chr04_549994	154497083.089169	7	12.7284385863696	2.30042878842653e-16	BAP3	chr04_549632	chr04_551189	chr04	549632	551189	BAP3;HEM12	BAP3;HEM12	BAP3;HEM12
chr15_587899	140054646.560053	7	11.5385800937514	1.12353258641736e-14	SFL1	chr15_586744	chr15_589401	chr15	586744	589401	RUP1;SFL1	RUP1;SFL1	SFL1
chr13_909715	139418402.164881	7	11.4861622904639	1.33285582336489e-14	YMR317W	chr13_891034	chr13_911288	chr13	891034	911288	PSE1;NIP1;YMR310C;GLC8;ELP6;TGL3;PRE5;YMR315W;YMR315W-A;DIA1;YMR316C-A;YMR317W;ADH6	PSE1;NIP1;YMR310C;GLC8;ELP6;TGL3;PRE5;YMR315W;YMR315W-A;DIA1;YMR316C-A;YMR317W;ADH6	ADH6
chr16_691540	138120635.012047	7	11.3792440938613	1.88829204961292e-14	NOT5	chr16_678931	chr16_693825	chr16	678931	693825	YPR063C;ROX1;UBA3;ISA2;HOS1;SPE3;MED1;YPR071W;NOT5;LTP1;TKL1	MED1;YPR071W;NOT5;LTP1;TKL1	MED1;YPR071W;NOT5;LTP1;TKL1
chr12_396832	132809852.168039	7	10.941708498212	7.84043554654337e-14	APC2	chr12_390401	chr12_406022	chr12	390401	406022	YPS3;YLR125W;YLR126C;APC2;DCN1;DIP2;ZRT2;ACE2	YPS3;YLR125W;YLR126C;APC2;DCN1;DIP2;ZRT2;ACE2	YPS3;YLR125W;YLR126C;APC2;DCN1;DIP2;ZRT2
chr02_361288	128693221.20112	7	10.6025546229577	2.35840023851425e-13	ORC2	chr02_359846	chr02_406382	chr02	359846	406382	AKL1;ORC2;TRM7;YBR062C;YBR063C;ECM2;NRG2;TIP1;BAP2;TAT1;ALG14;YBR071W;HSP26;YBR072C-A;RDH54;YBR074W;ECM8;SLM4;ECM33;RPG1;SEC18;SPT7;UBC4	AKL1;ORC2;TRM7;YBR062C;YBR063C;ECM2	AKL1;ORC2;TRM7;YBR062C;YBR063C;ECM2
chr02_561195	128484877.046736	7	10.5853899249525	2.49344303850585e-13	NA	chr02_548599	chr02_565711	chr02	548599	565711	RIB7;RPB5;CNS1;SLI15;ICS2;AMN1;IFA38;CDC28;CSH1;TOS1;YSY6;EXO5	AMN1;IFA38;CDC28;CSH1;TOS1;YSY6;EXO5	CSH1
chr02_91280	121847264.068468	7	10.0385417420311	1.46530446133285e-12	AST1	chr02_77154	chr02_159813	chr02	77154	159813	NUP170;ATG8;ILS1;SSA3;AAR2;RPS8A;YBL071C-B;KTI11;AST1;PRS4;UBP13;SEF1;PRX1;KIP1;SKT5;YEL1;CMC2;YBL059W;SHP1;PTH2;PTC3;YBL055C;TOD6;SAS3;PIN4;SEC17;MOH1;EDE1;PSY4;COR1;YBL044W;ECM13;FUI1;PRE7;ERD2;YBL039W-B;URA7;MRPL16;APL3;YBL036C;POL12;STU1;RIB1;HEK2	ATG8;ILS1;SSA3;AAR2;RPS8A;YBL071C-B;KTI11;AST1;PRS4;UBP13;SEF1;PRX1;KIP1;SKT5;YEL1;CMC2;YBL059W;SHP1;PTH2;PTC3;YBL055C;TOD6;SAS3;PIN4;SEC17;MOH1;EDE1;PSY4;COR1;YBL044W;ECM13;FUI1;PRE7;ERD2;YBL039W-B;URA7;MRPL16;APL3;YBL036C;POL12;STU1;RIB1;HEK2	RIB1;HEK2
chr14_321912	107566369.087601	7	8.86199205521624	6.4733409311149e-11	NA	chr14_320526	chr14_358007	chr14	320526	358007	SKO1;BNI5;YNL165W;IBD2;RIA1;YNL162W-A;RPL42A;CBK1;YGP1;ASI2;PGA1;IGO1;NSG2;YNL155W;YCK2;GIM3;INN1;RPC31;PGA2;ALF1;LSM7;YNL146C-A;YNL146W;MFA2;YNL144C;YNL143C;MEP2	YNL143C;MEP2	YNL143C;MEP2
chr04_980800	105614268.372391	7	8.70116575629112	1.08354015526654e-10	NA	chr04_957950	chr04_1061492	chr04	957950	1061492	YDR248C;YDR249C;PAM1;BTT1;MET32;CHL4;RMD5;CTA1;RKM4;HSP78;YAP6;SWM1;EXG2;YDR262W;DIN7;AKR1;PEX10;YDR266C;CIA1;MSW1;CCC2;GLO2;DON1;BSC2;PMP3;MTH1;RNH202;RRP45;PHM6;YDR282C;GCN2;DPP1;ZIP1;YDR286C;INM2;NSE3;RTT103;HRQ1;SRP101;SSD1;DPL1;HDA2;MHR1;SUR2;ATP5;BFR2;PRO1	SWM1;EXG2;YDR262W;DIN7;AKR1;PEX10;YDR266C;CIA1;MSW1;CCC2;GLO2;DON1;BSC2;PMP3;MTH1;MHR1;SUR2;ATP5;BFR2	SWM1;EXG2;YDR262W;DIN7;AKR1
chr07_43723	104912646.439266	7	8.64336174143168	1.30369613052409e-10	TAD1	chr07_22462	chr07_45561	chr07	22462	45561	ZRT1;FZF1;HXK2;RTG2;HFM1;RMR1;ZIP2;PDE1;BRR6;RAI1;GUS1;RTF1;TAD1;YGL242C;KAP114	ZRT1;FZF1;HXK2;RTG2;HFM1;RMR1;ZIP2;PDE1;BRR6;RAI1;GUS1;RTF1;TAD1	ZRT1;FZF1;HXK2
chr03_72214	102050634.04056	7	8.40757121178564	2.76964273230661e-10	FUS1	chr03_70862	chr03_103011	chr03	70862	103011	BIK1;RNQ1;FUS1;HBN1;FRM2;AGP1;KCC4;YCL021W-A;LEU2;NFS1;DCC1;BUD3;YCL012C;GBP2	BIK1;RNQ1;FUS1;HBN1;FRM2;AGP1	BIK1;RNQ1;FUS1;HBN1;FRM2;AGP1
chr01_28057	96735602.6458435	7	7.96968559388548	1.1173304374007e-09	NA	0	chr01_42257	chr01	0	42257	PAU8;YAL067W-A;SEO1;YAL065C;YAL064W-B;TDA8;YAL064W;YAL063C-A;FLO9;GDH3;BDH2;BDH1;ECM1;CNE1;GPB2;PEX22	PAU8;YAL067W-A;SEO1;YAL065C;YAL064W-B;TDA8;YAL064W;YAL063C-A;FLO9;GDH3;BDH2;BDH1;ECM1;CNE1;GPB2	BDH2
chr04_1412123	95007447.9763088	7	7.82730937461263	1.75609900540385e-09	NA	chr04_1393664	chr04_1464092	chr04	1393664	1464092	SPP41;RMT2;PKH3;TLG1;SDC1;UGO1;RPL27B;TRS31;PRP3;JIP4;YDR476C;SNF1;SNM1;PEX29;DIG2;PHO8;CWC21;KRE2;VPS52;VPS72;VPS60;RIB3;PAC11;SLD5;PKH1;IZH1;MZM1;RSM28;VPS3;PUF6;ITR1;SEC20;LCD1;RPL37B;PLM2;SAM2;LPP1;SPG3;PSP1;YDR506C;GIN4	SPP41;RMT2;PKH3;TLG1;SDC1;UGO1;RPL27B;TRS31;PRP3;JIP4;YDR476C;SNF1;SNM1;PEX29;DIG2;PHO8;CWC21;KRE2;VPS52	SPP41;RMT2;PKH3;TLG1;SDC1;UGO1;RPL27B;TRS31;PRP3;JIP4;YDR476C;SNF1;SNM1;PEX29;DIG2;PHO8;CWC21;KRE2;VPS52
chr15_267578	91353662.6568127	7	7.52628762638879	4.55712370714516e-09	NA	chr15_254975	chr15_268759	chr15	254975	268759	RPP2A;YOL038C-A;PRE6;YOL036W;SMC5;MSE1;OPI10;SIL1;GAS5	RPP2A;YOL038C-A;PRE6;YOL036W;SMC5;MSE1;OPI10;SIL1;GAS5	RPP2A;YOL038C-A;PRE6;YOL036W;SMC5;MSE1;OPI10;SIL1;GAS5
chr08_499546	90397714.0770531	7	7.44753058744732	5.84522876890475e-09	RPN10	chr08_457285	chr08_513589	chr08	457285	513589	YHR177W;STB5;OYE2;SVP26;YHR182W;GND1;SSP1;PFS1;KOG1;IKI1;GPI16;PTH1;ERG9;CTF8;YHR192W;EGD2;MDM31;NVJ1;UTP9;RIX1;AIM18;AIM46;NBL1;RPN10;PPX1;YHR202W;RPS4B;MNL1;SCH9;SKN7	YHR177W;STB5;OYE2;SVP26;YHR182W;GND1;SSP1;PFS1;KOG1;IKI1;GPI16;PTH1;ERG9;CTF8;YHR192W;EGD2;MDM31;NVJ1;UTP9;RIX1;AIM18;AIM46;NBL1;RPN10;PPX1;YHR202W;RPS4B;MNL1;SCH9;SKN7	KOG1
chr04_189309	88933700.0330105	7	7.32691592938012	8.55395381502857e-09	NOP14	chr04_162381	chr04_208432	chr04	162381	208432	NRP1;FAP7;CDC36;CDC9;ENT1;YDL160C-A;DHH1;YDL159W-A;STE7;YDL157C;YDL156W;CLB3;MSH5;SAS10;RPC53;ATG9;NOP14;RPN5;LDB17;COP1;YDL144C;CCT4;CRD1;BPL1;RPO21	NRP1;FAP7;CDC36;CDC9;ENT1;YDL160C-A;DHH1;YDL159W-A;STE7;YDL157C;YDL156W;CLB3;MSH5;SAS10;RPC53;ATG9;NOP14;RPN5;LDB17;COP1;YDL144C;CCT4;CRD1;BPL1;RPO21	NRP1;FAP7;CDC36;CDC9;ENT1;YDL160C-A;DHH1;YDL159W-A;STE7;YDL157C;YDL156W;CLB3;MSH5;SAS10;RPC53;ATG9;NOP14;RPN5;LDB17;COP1;YDL144C;CCT4;CRD1;BPL1;RPO21
chr10_606117	81878686.4108791	7	6.74567966381599	5.31292235819515e-08	NA	chr10_586782	chr10_634996	chr10	586782	634996	STE18;EMC2;BIR1;GRR1;JSN1;BUD4;FIP1;IME1;RPL43B;SFC1;YJR096W;JJJ3;YJR098C;YUH1;AIM25;RSM26;VPS25;URA8;SOD1;ADO1;ECM27;YJR107W;ABM1;CPA2;YMR1	STE18;EMC2;BIR1;GRR1;JSN1;BUD4;FIP1;IME1;RPL43B;SFC1;YJR096W;JJJ3;YJR098C;YUH1;AIM25;RSM26;VPS25	STE18;EMC2;BIR1;GRR1;JSN1;BUD4;FIP1;IME1;RPL43B;SFC1;YJR096W;JJJ3;YJR098C;YUH1;AIM25;RSM26;VPS25
chr13_145043	75579846.9518204	7	6.22674176792213	2.67679476971132e-07	NA	chr13_143315	chr13_165242	chr13	143315	165242	ORC1;TEM1;RPS1B;MFT1;PIF1;OGG1;NTE1;HUG1;SML1;CMP2;IMD4;SPC2;CYB2	ORC1;TEM1;RPS1B;MFT1;PIF1;OGG1;NTE1;HUG1;SML1;CMP2;IMD4;SPC2;CYB2	ORC1;TEM1;RPS1B;MFT1;PIF1;OGG1;NTE1
chr08_298921	74750657.8793488	7	6.15842797212476	3.30826943245629e-07	NA	chr08_266362	chr08_320075	chr08	266362	320075	YHR080C;LRP1;KSP1;SAM35;STE12;IPI1;NAM8;YHR086W-A;RTC3;RPF1;GAR1;YNG2;MSR1;HXT4;HXT1;HXT5;YHR097C;SFB3;TRA1;GEP4;BIG1;KIC1;SBE22	YHR080C;LRP1;KSP1;SAM35;STE12;IPI1;NAM8;YHR086W-A;RTC3;RPF1;GAR1;YNG2;MSR1;HXT4;HXT1;HXT5;YHR097C;SFB3	HXT5;YHR097C;SFB3
chr10_146858	65337437.8766022	7	5.3829078761512	3.58988987236443e-06	NA	chr10_56909	chr10_310925	chr10	56909	310925	ACO2;PHO90;UBP12;ELO1;CDC6;YJL193W;SOP4;RPS14B;RPS22A;RPL39;SWE1;MNN5;YJL185C;GON7;MNN11;YJL181W;ATP12;PFD1;ATG27;RPL17B;SWI3;KRE9;RFA3;CPS1;YJL171C;ASG7;SET2;ERG20;QCR8;HAL5;TPK1;YJL163C;JJJ2;FMP33;YJL160C;HSP150;CIS3;FAR1;SSY5;FBP26;VPS35;INO1;SNA3;DAS1;RPA34;YJL147C;IDS2;SFH5;YJL144W;TIM17;YAK1;RPB4;YUR1;TIF2;GLG2;YJL136W-A;RPS21B;LCB3;YJL133C-A;MRS3;YJL132W;AIM23;URA2;TRK1;PBS2;YJL127C-B;SPT10;NIT2;GCD14;LSM1;MTC1;ALB1;RPE1;YJL118W;PHO86;NCA3;ASF1;MDV1;CCT7;GZF3;UTP10;PRM10;YJL107C;IME2;SET4;PAM16;GSM1;MEF2;GSH1;LSB6;CHS6;SAP185;PHS1;MRPL49;BCK1;KHA1;TOK1;SRS2;GWT1;DPB11;SIP4;ARG3;TRL1;EXO70;ALY2;TAX4;IML2;ARP4;SCP160;PRY1;PRY3;YJL077W-B;ICS3;YJL077W-A;NET1;SMC3;JEM1;PSF2;ARG2;YJL070C;UTP18	GSH1	GSH1
chr12_877787	62108655.4686871	7	5.11690053305995	8.05445165643745e-06	NA	0	chr12_907046	chr12	0	907046	YLL067C;YLL066W-B;YLL066C;PAU18;AYT1;MHT1;MMP1;GTT2;YLL058W;JLP1;YLL056C;YCT1;YLL054C;YLL053C;AQY2;FRE6;COF1;LDB18;YBT1;RNP1;RPL8B;FPS1;ATG10;SDH2;VPS13;UBI4;ENT4;PRP19;GRC3;RIX7;IRC19;YLL032C;GPI13;FRA1;TPO1;ISA1;HSP104;PAU17;SSA2;POM33;HIF1;SPA2;KNS1;COX19;DPS1;BPT1;EMC6;PUF3;YEH1;SOF1;PSR1;COX17;DRS1;YLL007C;YLL006W-A;MMM1;SPO75;ORC3;SFI1;RTT109;DNM1;YLR001C;NOC3;CMS1;THI73;SSL1;SSK1;NSE1;PAM18;RLP24;TEN1;LOT6;YLR012C;GAT3;PPR1;BRE2;PML1;MEU1;POM34;PSR2;YEH2;IRC25;SDO1;IZH3;UBR2;SNF7;SED5;AAT2;ADE16;RPL15A;YLR030W;YLR031W;RAD5;RSC58;SMF3;MLH2;YLR036C;PAU23;COX12;RIC1;YLR040C;YLR042C;TRX1;PDC1;STU2;YLR046C;FRE8;RPS0B;YLR049C;YLR050C;FCF2;IES3;YLR053C;OSW2;SPT8;ERG3;YLR057W;SHM2;REX2;FRS1;RPL22A;YLR063W;PER33;YLR065C;SPC3;PET309;FYV7;MEF1;XYL2;RGR1;YLR072W;RFU1;BUD20;RPL10;FMP25;BOS1;SIC1;EMP46;GAL2;SRL2;EMP70;RAX2;ARP6;SMC4;CSF1;GAA1;ALT1;XDJ1;GEP5;SUL2;NYV1;GIS3;IOC2;KIN2;HRT3;CHA4;ICT1;YLR099W-A;ERG27;APC9;CDC45;LCL2;SEN2;MDN1;REX3;YLR108C;AHP1;CCW12;HOG1;AVL9;CFT2;MSL5;CLF1;YLR118C;SRN2;YPS1;YPS3;YLR125W;YLR126C;APC2;DCN1;DIP2;ZRT2;ACE2;YLR132C;CKI1;PDC5;SLX4;TIS11;RKM5;NHA1;SLS1;RRN5;PUT1;YLR143W;ACF2;RMP1;SPE4;YLR146W-A;SMD3;PEP3;YLR149C;STM1;PCD1;YLR152C;ACS2;RNH203;TAR1;YLR154C-G;YLR154C-H;ASP3-1;YLR156W;YLR156C-A;ASP3-2;YLR157W-D;YLR157W-E;YLR157C-C;ASP3-3;YLR159W;YLR159C-A;ASP3-4;YLR161W;YLR162W;RRT15;MAS1;YLR164W;PUS5;SEC10;RPS31;UPS2;APS1;DPH5;YLR173W;IDP2;CBF5;RFX1;YLR177W;TFS1;YLR179C;SAM1;VTA1;SWI6;TOS4;RPL37A;EMG1;SKG3;MDL1;ATG26;MMR1;PEX13;HCR1;UPS1;YLR194C;NMT1;PWP1;NOP56;PBA1;YKE2;COQ9;MSS51;QRI5;HMX1;ENT2;HRD3;SEC13;PNP1;CLB4;YLR211C;TUB4;CRR1;FRE1;CDC123;CPR6;COA4;MSC3;CCC1;RSA3;UTP13;IFH1;YLR224W;YLR225C;BUR2;ADY4;ECM22;CDC42;BNA5;EST1;TOP3;THI7;FAR10;LIP2;VPS34;YLR241W;ARV1;YLR243W;MAP1;CDD1;ERF2;IRC20;RCK2;YEF3;SSP120;SYM1;YLR253W;NDL1;HAP1;YLR257W;GSY2;HSP60;LCB5;VPS63;YPT6;TMA7;RED1;RPS28B;YLR264C-A;NEJ1;PDR8;BOP2;SEC22;DCS1;YLR271W;YCS4;PIG1;MCM5;SMD2;DBP9;YSH1;YLR278C;YLR281C;YLR283W;ECI1;NNT1;YLR285C-A;CTS1;YLR287C;RPS30A;MEC3;GUF1;YLR290C;GCD7;SEC72;GSP1;ATP14;YLR297W;YHC1;ECM38;EXG1;HRI1;MET17;ACO1;STT4;UBC12;CDA1;YLR307C-A;CDA2;IMH1;CDC25;YLR312C;MRPL15;SPH1;CDC3;NKP2;TAD3;EST2;BUD6;MMS22;SFH1;CWC24;PEX30;RPL38;YLR326W;TMA10;NMA1;REC102;CHS5;MID2;RPS25B;NUP2;SGD1;VRP1;RPP0;SPO77;FKS1;YLR342W-A;GAS2;RPL26A;YLR345W;YLR346C;KAP95;DIC1;ORM2;NIT3;YLR352W;BUD8;TAL1;ILV5;ATG33;RSC2;YLR358C;ADE13;VPS38;DCR2;YLR361C-A;STE11;NMD4;YLR363W-A;GRX8;RPS22B;MDM30;SSQ1;ARC18;ROM2;SUR4;VID22;STP3;PSY3;FBP1;SEC61;CSR1;CTF3;NAM2;SMC6;IKI3;SWC7;VAC14;REH1;RPS29A;STE23;ECM19;CCW14;ART10;ATP10;CST9	RFX1	RFX1
chr08_133314	62060263.7303753	7	5.11291371818375	8.15224885320183e-06	NA	chr08_39764	chr08_152274	chr08	39764	152274	GOS1;ECM29;OCA5;WSC4;RIM101;YHL026C;SNF6;RIM4;NPR3;SPO11;AIM17;OPI1;APM2;YHL018W;YHL017W;DUR3;YHL015W-A;RPS20;YLF2;OTU2;YHL012W;PRS3;ETP1;YAP3;YHL008C;STE20;SHU1;MRP4;LAG1;HSE1;RPL14B;OSH7;QCR10;LEU5;YHR003C;NEM1;GPA1;TIM10;STP2;ERG11;YHR007C-A;SOD2;TDA3;RPL27A;DIA4;VPS29;ARD1;SPO13;MIP6;YSC84;YSC83;ARG4;DED81;YHR020W;RPS27B;ECM12;YHR022C;YHR022C-A;MYO1	ECM29;OCA5;WSC4;RIM101;YHL026C;SNF6;RIM4;NPR3;SPO11;AIM17;OPI1;APM2;YHL018W;YHL017W;DUR3;YHL015W-A;RPS20;YLF2;OTU2;YHL012W;PRS3;ETP1;YAP3;YHL008C;STE20;SHU1;MRP4;LAG1;HSE1;RPL14B;OSH7;QCR10;LEU5;YHR003C;NEM1;GPA1;TIM10;STP2;ERG11;YHR007C-A;SOD2;TDA3;RPL27A;DIA4;VPS29;ARD1;SPO13;MIP6;YSC84;YSC83;ARG4;DED81;YHR020W;RPS27B;ECM12;YHR022C;YHR022C-A;MYO1	YLF2;OTU2;YHL012W;PRS3;ETP1;YAP3
chr03_294203	45601327.8002796	7	3.75692335904989	0.000451114883835999	HMRA1	chr03_259782	chr03_306653	chr03	259782	306653	TRX3;TUP1;CSM1;YCR087C-A;ABP1;FIG2;YCR090C;KIN82;MSH3;CDC39;CDC50;OCA4;YCR095W-A;HMRA2;HMRA1;GIT1;YCR099C;YCR100C;YCR101C;YCR102C	TRX3;TUP1;CSM1;YCR087C-A;ABP1;FIG2;YCR090C;KIN82;MSH3;CDC39;CDC50;OCA4;YCR095W-A;HMRA2;HMRA1;GIT1;YCR099C;YCR100C;YCR101C;YCR102C	TUP1;CSM1
